iter	RMSE
1666	6.396284622
1667	6.361819425
1668	6.35147615
1669	6.343303928
1670	6.342719377
1671	6.338871475
1672	6.335429265
1673	6.331014116
1674	6.330264464
1675	6.323083772
1676	6.311127384
1677	6.306350328
1678	6.306325251
1679	6.305734614
1680	6.304405075
1681	6.294970837
1682	6.294198902
1683	6.293209728
1684	6.293060427
1685	6.289754461
1686	6.289190514
1687	6.285271407
1688	6.282340842
1689	6.281001863
1690	6.277808123
1691	6.277786869
1692	6.27179826
1693	6.264490476
1694	6.254997303
1695	6.254734689
1696	6.254603955
1697	6.251987407
1698	6.247246951
1699	6.23912203
1700	6.228680783
1701	6.225159189
1702	6.224079532
1703	6.205620545
1704	6.202131437
1705	6.198836155
1706	6.195268969
1707	6.187316395
1708	6.184760934
1709	6.184744868
1710	6.181399391
1711	6.178716894
1712	6.175807402
1713	6.174433742
1714	6.170663149
1715	6.166623961
1716	6.165295201
1717	6.164277927
1718	6.16349052
1719	6.162572722
1720	6.161587079
1721	6.161265563
1722	6.160015274
1723	6.157709784
1724	6.150513864
1725	6.147370315
1726	6.138954613
1727	6.13395104
1728	6.133074938
1729	6.124451424
1730	6.124331318
1731	6.121219328
1732	6.11758687
1733	6.116997897
1734	6.110090371
1735	6.106670461
1736	6.103645276
1737	6.089350927
1738	6.085494936
1739	6.078506504
1740	6.074010917
1741	6.071269275
1742	6.067015263
1743	6.063001427
1744	6.062324575
1745	6.056921178
1746	6.053779969
1747	6.036933668
1748	6.033122302
1749	6.026736186
1750	6.019176745
1751	6.018287968
1752	6.017912929
1753	6.014711913
1754	6.013888377
1755	6.010811616
1756	6.003748664
1757	5.998077838
1758	5.989660675
1759	5.987480016
1760	5.986556325
1761	5.984368295
1762	5.98362464
1763	5.980338723
1764	5.974049997
1765	5.973836135
1766	5.962920545
1767	5.961468395
1768	5.960508948
1769	5.957344694
1770	5.95617629
1771	5.955674543
1772	5.951320613
1773	5.951136375
1774	5.943898081
1775	5.93958589
1776	5.937742679
1777	5.937266753
1778	5.932749146
1779	5.92068666
1780	5.917058472
1781	5.911986232
1782	5.911515586
1783	5.908175675
1784	5.904734827
1785	5.901937931
1786	5.898885111
1787	5.895563832
1788	5.884661127
1789	5.884239842
1790	5.856030328
1791	5.852560933
1792	5.846454189
1793	5.840942244
1794	5.837789026
1795	5.835667128
1796	5.834434268
1797	5.829014191
1798	5.823432242
1799	5.818582617
1800	5.814801532
1801	5.808149238
1802	5.803209824
1803	5.800025908
1804	5.796753462
1805	5.791918461
1806	5.7916281
1807	5.786769422
1808	5.786758477
1809	5.785577117
1810	5.781003191
1811	5.776461044
1812	5.773113596
1813	5.771957925
1814	5.759413834
1815	5.755959948
1816	5.755611001
1817	5.751194942
1818	5.745204405
1819	5.744052389
1820	5.743726717
1821	5.740391964
1822	5.732263747
1823	5.731420387
1824	5.728344257
1825	5.722156982
1826	5.721144703
1827	5.720271048
1828	5.715864399
1829	5.707844359
1830	5.700628948
1831	5.699681485
1832	5.694920058
1833	5.694544806
1834	5.691778585
1835	5.679583142
1836	5.675329902
1837	5.674686366
1838	5.669083733
1839	5.664922535
1840	5.660317925
1841	5.655819879
1842	5.655805003
1843	5.648067213
1844	5.647813004
1845	5.646736257
1846	5.6295365
1847	5.623482968
1848	5.62232948
1849	5.619724732
1850	5.617773457
1851	5.613495891
1852	5.612676351
1853	5.612589938
1854	5.605551662
1855	5.600073577
1856	5.590393639
1857	5.574071195
1858	5.568659781
1859	5.564504981
1860	5.564492019
1861	5.564408551
1862	5.564181119
1863	5.561203227
1864	5.558612612
1865	5.557136231
1866	5.554724556
1867	5.552194078
1868	5.550808204
1869	5.550806112
1870	5.549923216
1871	5.546121515
1872	5.542878786
1873	5.539675152
1874	5.536609315
1875	5.536358888
1876	5.533171515
1877	5.532942374
1878	5.531000822
1879	5.530995676
1880	5.530797101
1881	5.528407081
1882	5.523815842
1883	5.520913404
1884	5.517423464
1885	5.514444553
1886	5.512053374
1887	5.512049388
1888	5.505329975
1889	5.501434366
1890	5.494364437
1891	5.49309665
1892	5.479082913
1893	5.474513401
1894	5.472159446
1895	5.465380254
1896	5.461964446
1897	5.461266472
1898	5.461257697
1899	5.455933193
1900	5.452717401
1901	5.452570996
1902	5.450608225
1903	5.44657508
1904	5.446567179
1905	5.444142541
1906	5.44293121
1907	5.441819423
1908	5.437475937
1909	5.431484199
1910	5.431469478
1911	5.430902533
1912	5.42998375
1913	5.429615065
1914	5.429115486
1915	5.41313768
1916	5.39799256
1917	5.394650326
1918	5.394466396
1919	5.391602939
1920	5.389741949
1921	5.389727513
1922	5.388866697
1923	5.385795983
1924	5.384806534
1925	5.380853845
1926	5.371965437
1927	5.368236977
1928	5.368216637
1929	5.36529104
1930	5.3651889
1931	5.363555187
1932	5.361144716
1933	5.360302755
1934	5.356181099
1935	5.353403591
1936	5.353002983
1937	5.346400347
1938	5.331924019
1939	5.323065134
1940	5.322102577
1941	5.319162371
1942	5.310531124
1943	5.30458887
1944	5.300546146
1945	5.300061502
1946	5.285331345
1947	5.28153789
1948	5.27708542
1949	5.276405149
1950	5.275821027
1951	5.271586527
1952	5.258038503
1953	5.257432061
1954	5.253887943
1955	5.252003939
1956	5.24933383
1957	5.249267405
1958	5.246754815
1959	5.246714822
1960	5.233810399
1961	5.231136496
1962	5.228636415
1963	5.228591057
1964	5.223986031
1965	5.219901825
1966	5.219607486
1967	5.218376906
1968	5.215557077
1969	5.212959533
1970	5.206179968
1971	5.197725095
1972	5.193730926
1973	5.181362835
1974	5.17211034
1975	5.171580763
1976	5.171553295
1977	5.166547595
1978	5.157092643
1979	5.154163853
1980	5.150619741
1981	5.148422943
1982	5.13625789
1983	5.132510502
1984	5.124249443
1985	5.112465439
1986	5.112366693
1987	5.109413171
1988	5.10936754
1989	5.108837373
1990	5.104768453
1991	5.099839924
1992	5.098970259
1993	5.095196616
1994	5.092454134
1995	5.078407094
1996	5.073656568
1997	5.072101137
1998	5.071201209
1999	5.071181735
